;Titile;Genre;Realease Date;Description;Cover Photo Url
546;Stronghold;Strategy;18 October 2001;A medieval strategy which combines, in a rather unusual way, a castle builder simulator with a Settlers-like economic game. The player assumes the role of one of medieval lords whose task is to transform a small settlement into a powerful and well fortified stronghold and then protect it from the invaders. The castle can constructed by using various premade elements such as walls, towers, bridges or moats. Economical infrastructure is important as well since it provides constant income of resources and food as well as job for the peasants. The game is divided into two main modes: the economical one in which the most important part is to expand the settlement;
547;Stygian: Reign of the Old Ones;RPG;26 September 2019;A classic cRPG game with a turn-based combat system, set in a world created by the legendary American writer H.P. Lovecraft. We play the role of one of the inhabitants of the town of Arkham, which one day was transferred to another dimension and subjected to ancient, dark forces. The gameplay mechanics combines elements of classic cRPG games from the late 1990s with a number of unique, original solutions.;https://cdn.gracza.pl/i/h/10/431794171.jpg
548;Final Fantasy XV: Royal Edition;RPG;06 March 2018;The complete edition of Final Fantasy XV - it contains all the expansion packs and improvements introduced into the game within the year and a half after the release of the original version. The game is characterized by an exceptionally fast-paced and arcady combat system, as well as by an interesting world - Final Fantasy XV combines typical fantasy with science fiction;
549;Command & Conquer: Red Alert 2;Strategy;24 October 2000;The official sequel to Command & Conquer: Red Alert, a game originally released on PCs in 1996 by the Westwood Studios company. The storyline of Red Alert 2 is a continuation of that of its predecessor, however, due to the results of the secret Soviet experiments, this time we will witness the emergence of several alternative reality scenarios. The players can once again declare themselves either for the side of the Allies or the advancing red tide of the Soviets, and it is their task to try to decide the fate of the world with the numerous new tools at their disposal. Said novelties include unique, futuristic military technologies, as well as the ability to deploy spies, who can reach even the most carefully guarded secrets of any enemy base. In total, the production features forty new single-player missions and thirty previously unavailable units and buildings. The visuals of C&C: Red Alert 2 have also been significantly upgraded to harness the full potential of newest computers and modern graphics cards.;https://cdn.gracza.pl/i/h/10/507403501.jpg
550;Pharaoh;Strategy;30 October 1999;A cult economic strategy game created by Impressions Games and published by Sierra Entertainment. Pharaoh takes place in the Nile valley, several hundred years B.C., and spans from the era of the great pyramids to the New Kingdom period. As the pharaoh, the ruler of Egypt, you have to transform local villages into great cities, take care of your people's needs, and make your country the greatest of them all. A big factor in the development of your country is agriculture, which is dependent on the flooding of the Nile. You develop your cities, build famous structures (such as the pyramids, the Sphinx, or the Luxor Temple), and also oversee the trade, religion and culture. Apart from governing the cities, the game also features a tactical combat system, both on land and at sea. Pharaoh features several single-player campaigns, each consisting of several dozen of missions. The 2D visuals of the game are very detailed and utilize an isometric view.;https://cdn.gracza.pl/galeria/gry13/200/1722779875.jpg
551;Persona 5;RPG;15 September 2016;The fifth entry in a popular jRPG series and a part of the Shin Megami Tensei series, started in 1987. As always, the developing studio is Atlus, which created the series. The plot of Shin Megami Tensei: Persona 5 revolves around the theme of seven cardinal sins and puts us in the role of an ordinary high school student, who discovers supernatural powers in himself. The protagonist lead a normal teenagers life during the day, solving typical school problems and interacting with schoolmates, while at night he turns into a superhero, engaging in a deadly fight against evil. In terms of game mechanics, the production follows in its predecessors' footsteps, combining features of classic jRPG games and their turn-based combat with elements of school life simulator and the, popular in Japan, visual novel genre. Graphics have been created using a new, original engine and feature a dark, though cartoonish, style.;https://cdn.gracza.pl/i/h/10/340465068.jpg
552;The Vanishing of Ethan Carter;Adventure;25 September 2014;A dark, first-person adventure game developed by The Astronauts - a Polish team led by Adrian Chmielarz, the co-founder of People Can Fly. The player is put in the shoes of Paul Prospero - a detective who has developed certain paranormal abilities. The protagonist tries to solve the mystery behind the vanishing of a young boy. The player traverses an extensive, open world - the game is non-linear and the player is free to explore and look for subsequent clues. The game offers many unique mechanics related to making links between different pieces of the puzzle. Walking around the grim areas of Red Creek Valley, the protagonist makes use of his extraordinary abilities, making contact with the dead, experiencing various visions and visiting alternative realities. Utilizing the Unreal Engine 3, the game stands out with its high-quality visuals supported by technologies allowing to convert photographs of real-existing places into digital pictures.;https://cdn.gracza.pl/i/h/10/510387457.jpg
553;Battlefield Hardline;Action;17 March 2015;Another installment in the popular FPS franchise. Visceral Games, the studio known mainly for the excellent Dead Space sci-fi series, developed their first major installment in the long-standing Battlefield franchise. It's a result of the transition of the franchise to a two-year production cycle, similar to the one made by its competitor, Call of Duty. Unlike the previous parts, this one is focused on the efforts of police forces against organized crime. The player assumes the role of a young detective Nick Mendoza and has to face his former partners whose desire to get rich quickly pushed them to choose the life of crime. The production features an original method of storytelling reminiscent of popular police TV shows. Despite the introduction of a new theme, the characteristic features of the franchise remained unchanged: impressive arsenal of weapons, fully destructible environment  thanks to the Frostbite engine  and a well-developed multiplayer, in which you will find completely new game modes, such as Blood Money and Heist.;https://cdn.gracza.pl/i/h/10/12419317.jpg
554;Neverwinter Nights 2;RPG;31 October 2006;An indirect sequel to BioWare's popular role-playing game from 2002, this time developed by Obsidian Entertainment, known for e.g. the second game in the Star Wars: Knights of the Old Republic series. The plot of Neverwinter Nights 2 begins two years after the events of its predecessor, when the world of the Forgotten Realms finds itself threatened by a powerful evil in the form of the mysterious King of Shadows. The only way to defeat him is to find all the fragments of the shattered Silver Sword of Gith. Compared to the original game, the gameplay of its successor features many innovative elements, especially the possibility of having up to three NPCs in your party and having full control over them. Apart from that, Neverwinter Nights 2 features new character classes and previously unavailable spells and abilities. The editor, which allows you to e.g. create your own scenario and invite other players to play with you, has also been expanded.;https://cdn.gracza.pl/galeria/gry13/200/940581718.jpg
555;The Settlers 7: Paths to a Kingdom;Strategy;23 March 2010;The seventh installment in one of the most popular economy simulation strategy game series invariably developed by Blue Byte Software since 1993. The latest entry in the franchise combines well-proven gameplay mechanics with a number of completely new solutions. The story campaign offers a relatively large amount of freedom, allowing the players to choose their own path to success. Regardless of whether we focus on the military, trade, or technological aspect of our domain, the ultimate goal, in accordance with the general idea of the series, is to create an efficiently functioning economy. Victory is decided by the victory points that are gained by meeting certain requirements. The game offers a slightly altered system of settlement development, which divides buildings into primary and secondary structures that are built around existing master buildings. The Settlers 7 possesses entirely new fully 3D graphics with smooth camera zoom and rotation. In accordance with the latest trends, the game was also enriched with numerous social features.;https://cdn.gracza.pl/i/h/10/252356187.jpg
556;Sniper Elite V2;Action;01 May 2012;The game is a remastered and expanded version of the classic shooter developed by Rebellion and released in 2005. Sniper Elite V2 is set in the besieged Berlin, when the World War II is reaching its end. The player is put in the shoes of Karl Fairburne - an American agent disguised as a German sniper, who is following the traces of Nazi scientists working on a deadly rocket weapon. This new installment does not introduce a new setting, but the protagonist, visuals and levels have all changed. When it comes to the levels, those were based on the missions from the original game. Sniper Elite V2 places special emphasis on realism, taking a set of factors into account when calculating the trajectory of projectiles. Also, the killcam system was improved, displaying an x-ray animation of one's bullet damaging the body of an enemy. An original multiplayer mode is a significant addition here - it focuses on tactical, sniping duels for up to 12 players.;https://cdn.gracza.pl/i/h/10/937247281.jpg
557;The Eternal Castle [Remastered];Action;05 January 2019;An adventure action game. In The Eternal Castle [REMASTERED], players hit a postapocalyptic Earth, and their task is to find the researchers sent there, who have lost their lives without any news.;https://cdn.gracza.pl/galeria/gry13/200/180829968.jpg
558;Steel Division 2;Strategy;20 June 2019;A continuation of Steel Division: Normandy 44 - war strategy published in 2017. As in the case of its predecessor, the game takes place during World War II, but this time the players are thrown on the infamous eastern front.;https://cdn.gracza.pl/i/h/10/7692937.jpg
559;XCOM: Enemy Unknown;Strategy;09 October 2012;A science-fiction turn-based strategy game that came out as a reboot of the cult series, UFO: Enemy Unknown, launched back in 1994 by Microprose. This new title was created by Firaxis Games, a studio founded by Sid Meier. The story of XCOM: Enemy Unknown does not follow any of the plotlines started by its predecessors. Instead, it tells a new story of the war between humans and an aggressive alien race. In order to protect our planet from the invaders a special organization called X-COM was created, with you as its commander throughout the game. The gameplay features two main aspects. In the strategic mode you plan your next move, complete research and develop technology, as well as manufacture gear and weapons  all this in real time. When it comes to skirmishes with the aliens, combat is turn-based. Most missions are procedurally generated, which relates to greater replayability. Battles are presented in full 3D, and the games engine allows for full destruction of environment.;https://cdn.gracza.pl/i/h/10/579969312.jpg
560;Medal of Honor: Airborne;Action;04 September 2007;After a series of spin-off productions released for the 6th-generation consoles, the popular FPS franchise comes back in a full-fledged multiplayer installment. In accordance with the title, the events of the World War II are observed through the eyes of Boyd Travers, a paratrooper of the US Army's 82nd Airborne Division. The game offers six campaigns that take place between years 1943 and 1945 in Sicily, Normandy, Netherlands, and Germany, and the choice of the drop point determines our next move to some extent. The developers naturally didn't forget about faithfully recreating weapons of the World War II period, which can be customized by addition of extra grip, different magazines, etc. Contrary to its predecessors, Airborne is powered by Unreal Engine 3 which translates into better graphics, animation, and facial expressions. The above is complemented by an extensive cooperative gameplay for up to 12 players.;https://cdn.gracza.pl/galeria/gry13/200/84921531.jpg
561;Heroes of Might and Magic III: The Shadow of Death;Strategy;22 March 2000;The second, and this time a standalone expansion to the renowned turn-based strategy Heroes of Might and Magic III from the New World Computing studio, which was released in the spring of 1999. The storyline of the expansion titled The Shadow of Death, revolves around the character of a necromancer named Sandro, who manipulates four heroes for the sake of his own goals;
562;Digimon Story: Cyber Sleuth Complete Edition;RPG;18 October 2019;Package containing two games from the jRPG Digimon Story series from Media.Vision studio. The productions offer complex storylines and a turn-based combat system, in which the title creatures called digimons play a key role. The publisher of the package is Bandai Namco Entertainment.;https://cdn.gracza.pl/galeria/gry13/200/75157671.jpg
563;GRID 2;Racing;28 May 2013;The second installment of a racing game series which continues the TOCA Race Driver franchise. It was developed by Codemasters Software, a British studio that specializes in the genre (and previously created the Colin Mc Rae Rally and F1 franchises, among others). The players assume the role of drivers participating in races on streets and speedways. The title lets us sit behind the wheel of many luxurious cars, such as Ford Mustang Mach-1, Chevrolet Camaro SS, or Koenigsegg Agrea R. The TrueFeel system provides realistic and exciting driving experience. The developers also introduced a realistic damage model and an extensive multiplayer mode that allows us to race against living opponents. GRID 2 is powered by the modern EGO 3.0 engine.;https://cdn.gracza.pl/i/h/10/1208999156.jpg
564;Earth Defense Force: Iron Rain;Action;11 April 2019;The next installment of a series of third-person shooters, in which the player takes on the role of a soldier fighting against overgrown insects from space. The directed hero represents one of several specializations, and on the battlefield he uses numerous types of weapons and a wide range of gadgets. In addition to the single player mission, production offers special stages designed for cooperation via the Internet.;https://cdn.gracza.pl/galeria/gry13/200/511885406.jpg
565;Dragon Ball: Xenoverse;Fighting;05 February 2015;Another installment in the best-selling fighting games series set in the universe of the popular manga by Akira Toriyama and anime TV series. The production was developed by the experienced Dimps studio, which already has in its portfolio several parts of the game, released for both home and handheld consoles. This installment of Dragon Ball focuses on presenting the most important and most spectacular duels in the history of the series, with the participation of Son Goku and the main villains: Vegeta, Nappa, Freezer, Cell, and Buu. In order to refresh the formula of the cycle, the creators introduced a new structure of the world, a futuristic city and new, mysterious characters. The graphics of the game employ the cel-shading technology, which gives it a distinctive comic style. Dragon Ball: Xenoverse marks the debut of the series on eighth-generation consoles, which obviously has influenced the visual experience.;https://cdn.gracza.pl/i/h/10/425341874.jpg
566;Dead Space 2;Action;25 January 2011;The sequel of the 2008s Dead Space, a survival horror game. It was developed by Visceral Games (formerly EA Redwood Shores) and published by Electronic Arts. The plot of Dead Space 2 continues the storyline of fighting the parasitic race of necromorphs. The action takes place three years after the events of the original Dead Space. Isaac Clark arrives at a mining town of Sprawl which is located on one of Saturns moons. The protagonist has to face the alien life form that starts to spread there. In the sequel, the developers decided to put greater emphasis on dynamic action and expand the bestiary. The game also features a multiplayer mode that allows us to assume the role of both humans and necromorphs.;https://cdn.gracza.pl/galeria/gry13/200/1297860046.jpg
567;LEGO The Hobbit;Action;08 April 2014;LEGO The Hobbit is a 3D action platformer and an adaptation of the movies Hobbit: An Unexpected Journey and Hobbit: The Desolation of Smaug. It was developed by Traveller's Tales, a studio that specializes in LEGO games (i.e. LEGO Star Wars and LEGO The Lord of The Rings). During their adventures, the players can play as Bilbo Baggins, Gandalf, and the dwarves on their dangerous journey to retrieve the treasures of Smaug the dragon. The game's campaign presents the most important parts of the films in a rather humorous way. Just like in the previous LEGO games, gameplay in LEGO The Hobbit combines dynamic action, thrilling combat, arcade elements, and logical puzzles and riddles.;https://cdn.gracza.pl/i/h/10/528794046.jpg
568;Hitman: Blood Money;Action;26 May 2006;The fourth installment in a popular game series about Agent 47, the perfect assassin, completing various contracts for the ICA organization. When its members are being meticulously eliminated and 47 loses contact with his superior, Diana Burnwood, he reaches the conclusion that he will become the next target. In order to save his skin 47 decides to stop the man behind the killings, Alexander Cayn, and his terrorist organization called the Franchise. When it comes to gameplay Hitman: Blood Money retains the core mechanics of the series, offering expansive missions whose objectives can be completed in many different ways. To do this we can use a wide arsenal of weapons, spearheaded by the silent and deadly fiber wire. The variety of moves and actions the protagonist can perform is greater than before, and the game offers a simple economy system. The money you earn lets you buy new deadly tools for your arsenal, weapon upgrades, and useful gadgets.;https://cdn.gracza.pl/i/h/10/674346062.jpg
569;Battlefield 2;Action;21 June 2005;A first-person shooter and a sequel to the bestselling Battlefield 1942 (2002) and Battlefield Vietnam (2004) - both developed by DICE. Battlefield 2 is set in modern times and the singleplayer story campaign is centered around a fictional conflict between the United States, The People's Republic of China and the Middle Eastern Coalition. The player is put in the shoes of a soldier participating in a series of dangerous military operations, with various kinds of weaponry and vehicles (above all, the M1 Abrams tank and the UH-60 Black Hawk helicopter) at their disposal. The game stands out with its extensive multiplayer mode, which can be enjoyed via local area network or online. Also, Battlefield 2 offers high-quality visuals generated by the Refractor 2 engine.;https://cdn.gracza.pl/i/h/10/304147988.jpg
570;Injustice 2;Fighting;11 May 2017;A sequel to the 2013 arcade fighting game Injustice: Gods Among Us by NetherRealm Studios, known for the latest Mortal Kombat games. Like in its predecessor, in Injustice 2 you play as the characters from the DC universe, fighting each other in violent duels. The game features minimal plot, in which Batman and his supporters try to rebuild the society, but at the same time have to fight against Superman and his allies. Among the chaos, a new danger appears, threatening to wipe out all of humanity. Mechanics-wise, Injustice 2 is a spectacular Mortal Kombat-like 2.5D fighting game, although it's not as violent. You can play as either a hero or a villain;
571;Ghost Parade;Arcade;31 October 2019;Two-dimensional platformer and the first game of the Indonesian band Lentera. We play Suri, a girl named Suri, and help friendly spirits chase away the people who destroy the haunted forest.;https://cdn.gracza.pl/galeria/gry13/200/408931546.jpg
572;Spirit of the North;Adventure;01 November 2019;An adventure game inspired by Nordic folklore. While playing Spirit of the North we control a fox that is crossing Iceland in the company of a spirit fox guardian. By solving environmental riddles and travelling through various locations, the protagonist learns the history of an ancient civilization that has disappeared in the midst of history.;https://cdn.gracza.pl/galeria/gry13/200/5915515.jpg
573;F.E.A.R.: First Encounter Assault Recon;Action;18 October 2005;A combination of first-person shooter and survival horror developed by Monolith Productions. The game's protagonist belongs to the eponymous First Encounter Assault Recon  special anti-terrorist unit, which trains its members not only in conventional tactics, but also develops their paranormal abilities. The task before the protagonist is to take back the Armacham Technology Corporation from the hands of unknown criminals. In F.E.A.R.: First Encounter Assault Recon you explore various locations (the events take place both inside and outside the compound) and fight encountered opponents. In combat you can make use of an array of weapons as well as the aforementioned special abilities of the hero, spearheaded by bullet-time mechanics. The atmosphere of horror is created by the presence of Alma  a creepy mysterious girl responsible for paranormal events taking place around you. F.E.A.R.: First Encounter Assault Recon makes use of advanced physics simulation and sports detailed graphics.;https://cdn.gracza.pl/i/h/10/1185190233.jpg
574;Ace Combat 7: Skies Unknown;Action;18 January 2019;An arcade flight simulator and continuation of the popular series published by Bandai Namco. Like its predecessors, Ace Combat 7 is set in alternative timeline, in which there are different countries, and humans have constructed unique flying units. Game focuses on the story, which we learn both through events during missions and many cutscenes. The gameplay is mostly arcade, with only a few simulations features. Due to that, realism has to move over and make space for dynamic and eye-catching sky fights, including battles with powerful bosses. Each available plane flies slightly differently, resulting in a more varied experience. Ace Combat 7 offers a story campaign for one player and multiplayer mode. Developers made use of Unreal Engine 4 and also added support of PlayStation VR goggles.;https://cdn.gracza.pl/i/h/10/7720598.jpg
575;Resident Evil: Revelations 2;Adventure;17 February 2015;A sequel the spin-off game from from the classic horror series Resident Evil, originally developed for 3DS and then brought to PC and seventh generation of consoles. Its story is set between the events of the fifth and sixth main entry in the series, featuring Claire Redfield and Moira Burton, the daughter of one of the side characters in Resident Evil, as main protagonists. After they were kidnapped, they find themselves abandoned in a facility on a gloomy, desolate island. Unlike previous Resident Evil titles, Revelations 2 focuses on the survival aspect rather than on pure action. As Claire, we have to fight against zombies, while playing as Moira comes down to supporting the Claire, for example by passing her equipment, healing herbs etc. Thanks to that, the game offers both single player and cooperation modes. Interestingly, we can let Moira die without any consequences, as the game ends only after Claires death.;https://cdn.gracza.pl/i/h/10/70194631.jpg
576;Blasphemous;Action;10 September 2019;A platform action game, in which the players are taken to a dark, fantasy world filled with dark forces. During the game, the players are facing legions of nightmarish creatures as they travel through grim, non-linear locations.;https://cdn.gracza.pl/i/h/10/431367609.jpg
577;Star Wars Jedi Knight: Jedi Academy;Action;16 September 2003;This installment of the Jedi Knight video game series has been developed by Raven Software. The action of the game takes place 6 years after the events shown in the previous Jedi Knight game. The player gets the opportunity to become a student at the Jedi Academy led by Luke Skywalker and Kyle Katarn on Yavin IV. What is interesting, upon starting the game the player has to create his or her own character by choosing the race, sex, clothing and physical appearance. It is also up to the player to construct his or her own lightsaber, which immediately becomes the characters primary weapon. This however, does not eliminate the opportunity to utilize in combat elements of more conventional arsenal, like blaster pistols and rifles. Despite the fact that the missions objectives do not deviate so much from the previous Jedi Knight installments, Star Wars Jedi Knight: Jedi Academy distinguishes itself from its predecessors through a non-linear campaign (player can complete missions at any order). On our adventure, we get to visit places like Tatooine or Hoth, and, simultaneously, acquire and develop numerous skills representing the light or the dark side of the Force. The path the player chooses not only does affect the last few quests, but it also has a significant impact on the ending of the game.;https://cdn.gracza.pl/galeria/gry13/200/40636359.jpg
578;Star Wars Jedi Knight II: Jedi Outcast;Action;29 March 2002;Star Wars Jedi Knight II: Jedi Outcast is the third part of Raven Software's series of first person shootouts set in the world of Star Wars. The player once again takes on the role of Kyle Qatar. This time, the Jedi Knight has to face the mighty Dark Jedi, who is working on power limiting technology in the Galaxy.;https://cdn.gracza.pl/galeria/gry13/200/350463296.jpg
579;Tropico 5;Strategy;23 May 2014;The fifth installment in the popular series of economic strategy games developed by studio Haemimont Games, which is responsible for the franchise since the third entry in the series. The game makes the player a leader of a small tropical island, responsible for governing it all the way from the colonial age through modern times and to the near future. Your tasks will be, as usual, to develop the city and take care of its industry and economy. You must also react in real time to the changing situation caused by natural disasters, different needs of the society, and global politics. The new installment adds the possibility to create your own dynasty and entrust the most important positions in the government to your own family members. For the first time in the history of the series the game features a multiplayer mode for up to four players.;https://cdn.gracza.pl/i/h/10/240983808.jpg
580;Commandos 2: Men of Courage;Strategy;21 September 2001;The sequel of the popular turn-based tactics game from 1998, developed by Spanish Pyro Studios. In Commandos 2: Men of Courage we take over a squad of well-trained commandos, sent to complete various missions behind enemy lines. The group now consists of a green beret, a sapper, a spy, a driver, a sniper, and a diver, with occasional appearances of Natasha, a seductress, and Whiskey, a dog, which is a completely new addition to the series. Each of the characters has his own set of skills, which are often indispensable for the mission to end with victory. The game contains 10 complex levels taking place all around the world, and divided into a number of smaller segments. Our commandos can now move around interiors (including a submarine), and have new skills and movement options. The game is powered by an improved graphical engine that offers various zoom levels, and four different camera shots (every 90 degrees).;https://cdn.gracza.pl/galeria/gry13/200/1296267453.jpg
581;Grand Theft Auto: Episodes from Liberty City;Action;29 October 2009;A set of two story DLCs for the fourth installment in the classic Grand Theft Auto series. It was published as a standalone game, not requiring the base game to launch. The set introduces two separate stories taking place in Liberty City, the metropolis known from GTA III and IV. The Lost and Damned focuses on a biker gang, known as The Lost, trying to gain the upper hand over a competitive criminal organization. The Ballad of Gay Tony casts the player in the role of a bodyguard protecting a night-club king indebted to the wrong kind of people, who are trying to get their money back by any means necessary. Apart from new missions, Episodes from Liberty City brings a handful of improvements and new features. Among these, it is worth mentioning new weapons and an expanded array of vehicles. The player can now use the parachute as well. Additionally, the creators implemented a multiplicity of new activities, mini-games and many multiplayer mode improvements.;https://cdn.gracza.pl/galeria/gry13/200/74244031.jpg
582;Rain World;Arcade;28 March 2017;A hybrid of a platform and a survival game. The title was developed by two people  Joar Lisberg Jakobsson was the lead programmer and the author of the idea of the game while the music was composed by James Primate. The game takes place in a hostile post-industrial realm filled with complicated machinery. The environment is constantly plagued by downpours and the animals that live in it are forced to hide from the rain in a hibernated state. The main protagonist is Slugcat  a creature that is similar to a cat. It is tasked with gathering enough food to survive the forced resting time. Whats interesting, the ecosystem is filled both with creatures smaller than Slugcat and ones that are much larger. This makes the protagonist the hunter and the prey at the same time. The gameplay concentrates on visiting atmospheric locations, avoiding confrontation with larger predators and avoiding traps and other dangers. Luckily, the unusual protagonist isnt completely defenseless  he can use a spear that allows him to kill or stun other creatures. Rain World can be played alone or in cooperation mode. Low-key colors and simple graphics fit the grim atmosphere of the game.;https://cdn.gracza.pl/galeria/gry13/200/439742544.jpg
583;LEGO Batman: The Videogame;Action;23 September 2008;Another production by Traveller's Tales, blending the world of the Danish bricks with the universe of Batman, known from comics and movies. As you play as the eponymous hero, accompanied by his sidekicks, your task is to fight the chaos unleashed upon the streets of Gotham by such villains as the Joker, Penguin, and Two-Face. The gameplay focuses on exploring the LEGO brick world, fighting enemies, and solving simple puzzles. You can play LEGO Batman: The Video game in a co-op mode with a friend;
584;Homefront: The Revolution;Action;17 May 2016;A sequel to a first-person shooter from KAOS Studios. As the game's former publisher, the THQ company, went bankrupt, it was developed by Crytek UK studio. The game continues the story of a fictional armed conflict between North Korea and USA. The game takes you to the streets of occupied Philadelphia, where you become a member of the resistance. Waging a campaign of guerilla warfare you have to stand up to the invaders and start a nation-wide revolution. The Revolution, as did its prequel, provides the players with a considerable degree of non-linearity when it comes to both the completion order and the way you complete the missions. You can recruit more people for the resistance and upgrade your gear and weapons. Technology-wise, the game is powered by the CryEngine 4, supporting highly interactive environment and high quality visuals.;https://cdn.gracza.pl/i/h/10/427233261.jpg
585;Mount & Blade: With Fire & Sword;RPG;10 December 2010;An enhanced version of Mount & Blade that takes the mechanics of the sandbox RPG by TaleWorlds into the reality of Polish-Lithuanian Commonwealth, clearly drawing inspiration from the famous novel by Henryk Sienkiewicz. The gameplay still combines elements of action, strategy and role-playing games and is divided into two parts, so to say. The world is managed via a strategic map, and we can take action in either first- or third-person mode when necessary. Compared to the vanilla game, Mount & Blade: With Fire & Sword offers slightly improved graphics and AI of the enemy soldiers as well as several minor enhancements, including a myriad of previously unavailable quests. However, the biggest novelty is the introduction of a multiplayer mode which offers the possibility of fighting battles with our friends, thus making the game continue even after completing the story campaign.;https://cdn.gracza.pl/galeria/gry13/200/167041000.jpg
586;Resident Evil 4 HD;Adventure;20 September 2011;A remastered edition of the fourth installment in the legendary Resident Evil series, regarded as the most important one in the franchise. The original title was published in 2005 on GameCube and PlayStation 2. In Resident Evil 4 you assume the role of Leon S. Kennedy, the famous policeman from the second installment, who travels to Spain in order to find the presidents lost daughter. The mission turned out to be more complicated than he thought  he has to fight hundreds of mutants infected with a virus and a mysterious sect ruled by Osmund Saddler. Gameplay is almost identical to the original title, as the developers decided not to alter mechanics and focused on converting graphics to HD. Most of textures and the lighting system are updated and an achievement system typical for contemporary productions was also implemented.;https://cdn.gracza.pl/i/h/10/435694599.jpg
587;Prototype 2;Action;24 April 2012;A sequel to the 2009s third-person action game developed by Radical Entertainment. Second game introduces a completely new protagonist - soldier James Heller, who lost his wife and child to the raging plague, blaming the main protagonist of the prequel, Alex Mercer. The story takes place in Manhattan, now divided into three zones, 14 months after the outbreak, with the gameplay focusing on exploring open world and completing missions to progress the plot that focuses on the deadly virus. Each finished task gives us experience, which can be exchanged for new skills. Compared to its predecessor, Prototype 2 boasts a new combat system, with smoother, more eye-catching fights and wider array of enemies. Graphics remained mostly the same, though all visual elements were enhanced.;https://cdn.gracza.pl/i/h/10/587377593.jpg
588;DMC: Devil May Cry;Action;15 January 2013;A dynamic action game utilizing the third-person perspective. It's the fifth installment in the Devil May Cry franchise and also the reboot of the series. The game was produced by British studio Ninja Theory (Heavenly Sword, Enslaved: Odyssey to the West) and the process was supervised by Capcom. DMC: Devil May Cry takes place simultaneously in two worlds: the human one and the infernal one (Limbo). The player is cast in the role of Dante, a young man fighting demons that find their way to the human world. It's a spectacular hack-and-slash game with adventure elements. The gameplay focuses mostly on mass extermination of opponents, using all kinds of diverse weaponry, including both cold weapons and firearms.;https://cdn.gracza.pl/i/h/10/525309203.jpg
589;Endless Legend;Strategy;18 September 2014;Set in fantasy realities, a 4X turn-based strategy by an independent studio Amplitude known for the space strategy game  Endless Space. The action takes us to Auria, a fantasy world which was once hit by a devastating cataclysm that pushed the civilization into the abyss. In the advent of new signs indicating the return of the apocalypse, we are in control of a small village, take care of supplies, technology development, diplomacy, and military operations. Even though mechanics of the turn-based combat system are quite simple, the game puts heavy emphasis on tactics and terrain use. The game features RPG elements, such as numerous quests and development of heroes skills in exchange for experience points.;https://cdn.gracza.pl/i/h/10/342749047.jpg
590;Game of Thrones: Winter is Coming;Strategy;26 March 2019;Extended browser production, combining elements of a strategy game and RPG. The game is based on the license of the popular TV series Game of Thrones. The Chinese studio Yoozoo Games is responsible for its creation.;https://cdn.gracza.pl/i/h/10/440756984.jpg
591;Spintires;Simulation;13 June 2014;A realistic heavy vehicles off-road simulation game, developed by the British studio Oovee Games. Spintires lets the players try their skills as a professional driver, transporting cargo across Russian wilderness. Virtual truckers can sit behind the wheels of carefully designed models of several Soviet off-road vehicles and trucks (including the legendary MAZ-7310), as well as modern models. The job requires from the players much more than just spinning the wheel and putting pedal to the metal. Each course has to be carefully planned, e.g. as to the amount of fuel needed. Successful runs are rewarded with cash, needed for buying truck modifications or new vehicles. Spintires stands out with detailed graphics and advanced driving model based on Havok Physics.;https://cdn.gracza.pl/i/h/10/71227373.jpg
592;FIFA 17;Sports;27 September 2016;Another installment of the leading sports game series by EA Sports, featuring a great many licensed national teams and top-league football clubs. Apart from the well-known elements of the franchise and a wide range of varied singleplayer and multiplayer modes, FIFA 17 is the first game in the series to also feature a story campaign, called The Journey. In this mode, you play as Alex Hunter, a young footballer starting his career in the Premier League, and your task  apart from playing the matches  is to participate in many side activities. Mechanics-wise, the creators focused on polishing such aspects of the gameplay as offensive techniques, set pieces, physical clashes, and the opponents' AI. An important novelty is also the fact that FIFA 17 is the first game in the franchise to utilize the esteemed Frostbite engine, known from e.g. the Battlefield series.;https://cdn.gracza.pl/i/h/10/431901856.jpg
593;Star Wars: The Force Unleashed II;Action;26 October 2010;Created by Aspyr Media in collaboration with LucasArts, Star Wars: The Force Unleashed II is a full-fledged sequel to a Star Wars action game about Darth Vaders secret apprentice named Starkiller, reprising his role as the protagonist in the sequel. Together you get to explore an array of iconic locations set in the universe created by George Lucas, take part in many epic battles, and use the Starkillers unique skills as well as the power of the Dark Side of the Force. Star Wars: The Force Unleashed II features slightly altered mechanics with balance equally distributed between combat, tactics, and puzzle solving. The main hero has also gained new abilities (e.g. Mind Trick or Force Fury), and the game features more demanding opponents, some of which are resistant to certain attacks, thus forcing you to use different tactics. Apart from ordinary walking levels the game includes sequences in which you fight as a TIE Fighter pilot or moments when you are falling down while fighting and avoiding obstacles.;https://cdn.gracza.pl/i/h/10/423264705.jpg
