;Titile;Genre;Realease Date;Description;Title Of Video;YoTube URL;CoverPhotoTitle;Cover Photo Url ;ScreenShot1 Title;ScreenShot1 URL;ScreenShot2 Title;ScreenShot2 URL
502;Pathologic 2: Marble Nest;Adventure;28 October 2019;The first add-on to Pathologic 2 - an action adventure game with elements of survival. Marble Nest's expansion allows you to take control of Daniil Dankovski, a scientist who tries to stop the mysterious epidemic that digests the City on the Gorkhon River.;Pathologic 2 The Marble Nest Gameplay (PC Game).;https://www.youtube.com/watch?v=S1FmHJ2PgCs;Pathologic 2  Marble Nest.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Pathologic 2  Marble Nest.jpg;pathologic_2__marble_nest_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pathologic_2__marble_nest_screenshot\1.jpg;pathologic_2__marble_nest_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pathologic_2__marble_nest_screenshot\2.jpg
231;PayDay 2;Action;13 August 2013;A sequel to the first-person online shooter PayDay: The Heist from 2012. Both games were developed by Overkill Software in co-operation with Starbreeze AG. Players become members of a gang that specializes in bank heists, kidnapping, and drugs transportation. The main campaign consists of six dangerous jobs, offered via the CRIMENET system. The creators of PayDay 2 took special care to diversify the missions  as some mission elements are random, no two playthroughs are exactly the same. Just as in the first game, gameplay puts emphasis on the cooperation of up to four players. The game's impressive visuals are powered by Diesel Engine 2.0.;Payday 2 - Gameplay Trailer;https://www.youtube.com/watch?v=Z2tmHMIA1sU;PayDay 2.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\PayDay 2.jpg;payday_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\payday_2_screenshot\1.jpg;payday_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\payday_2_screenshot\2.jpg
548;Persona 5;RPG;15 September 2016;The fifth entry in a popular jRPG series and a part of the Shin Megami Tensei series, started in 1987. As always, the developing studio is Atlus, which created the series. The plot of Shin Megami Tensei: Persona 5 revolves around the theme of seven cardinal sins and puts us in the role of an ordinary high school student, who discovers supernatural powers in himself. The protagonist lead a normal teenagers life during the day, solving typical school problems and interacting with schoolmates, while at night he turns into a superhero, engaging in a deadly fight against evil. In terms of game mechanics, the production follows in its predecessors' footsteps, combining features of classic jRPG games and their turn-based combat with elements of school life simulator and the, popular in Japan, visual novel genre. Graphics have been created using a new, original engine and feature a dark, though cartoonish, style.;Persona 5 Gameplay Trailer;https://www.youtube.com/watch?v=wPqSkzNNPIg;Persona 5.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Persona 5.jpg;persona_5_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\persona_5_screenshot\1.jpg;persona_5_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\persona_5_screenshot\2.jpg
435;Persona 5 Royal;RPG;31 October 2019;A new version of the extremely popular jRPG game, which debuted in the West in 2017 on PlayStation 4 and PlayStation 3. The title was officially announced in March 2019.;Persona 5 Royal - E3 2019 Trailer | PS4;https://www.youtube.com/watch?v=o9QjlLdYK5I;Persona 5 Royal.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Persona 5 Royal.jpg;persona_5_royal_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\persona_5_royal_screenshot\1.jpg;persona_5_royal_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\persona_5_royal_screenshot\2.jpg
927;Phantom Doctrine;Strategy;14 August 2018;Phantom Doctrine is an espionage strategy game developed by the Polish developer CreativeForge Games. The action of the game is set in the 1980 and depicts an alternative version of the Cold War. The player spearheads a secret intelligence agency with the objective to stop a global plot to take control of the entire world. One has to recruit new agents, train and equip them, and provide them with false identities. It is necessary to complete reconnaissance missions, trade information, interrogate prisoners, and manage the operational budget. The missions themselves play an essential role in the game - during a mission, the player has to lead a team comprising of over a dozen agents. Each mission is turn-based. In the game, the player can mount frontal attacks with heavy weaponry as well as assume a more covert approach to complete the objectives. The game has been designed to allow high replayability. The situation in the virtual world tends to change rapidly and many elements are randomly generated. The players get three characters at their disposal - each one with a unique story, which significantly affects the gameplay.;Phantom Doctrine - Part 1 - CIA ESPIONAGE - Let's Play Gameplay Walkthrough;https://www.youtube.com/watch?v=_kFfXMXiYKk;Phantom Doctrine.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Phantom Doctrine.jpg;phantom_doctrine_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\phantom_doctrine_screenshot\1.jpg;phantom_doctrine_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\phantom_doctrine_screenshot\2.jpg
547;Pharaoh;Strategy;30 October 1999;A cult economic strategy game created by Impressions Games and published by Sierra Entertainment. Pharaoh takes place in the Nile valley, several hundred years B.C., and spans from the era of the great pyramids to the New Kingdom period. As the pharaoh, the ruler of Egypt, you have to transform local villages into great cities, take care of your people's needs, and make your country the greatest of them all. A big factor in the development of your country is agriculture, which is dependent on the flooding of the Nile. You develop your cities, build famous structures (such as the pyramids, the Sphinx, or the Luxor Temple), and also oversee the trade, religion and culture. Apart from governing the cities, the game also features a tactical combat system, both on land and at sea. Pharaoh features several single-player campaigns, each consisting of several dozen of missions. The 2D visuals of the game are very detailed and utilize an isometric view.;Pharaoh Let's Play ► 1080p Widescreen (Video Game);;Pharaoh.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Pharaoh.jpg;pharaoh_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pharaoh_screenshot\1.jpg;pharaoh_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pharaoh_screenshot\2.jpg
75;Pillars of Eternity;RPG;26 March 2015;Pillars of Eternity is a fantasy cRPG developed by Obsidian Entertainment with the support of the users of Kickstarter funding platform. The player assumes the role of a hero who, with the help of his or her companions must embark on a dangerous quest complete a series of perilous tasks. The gameplay of Pillars of Eternity is reminiscent of classic productions such as Baldur's Gate, Icewind Dale, and Planescape: Torment. The creators decided to utilize combat mechanics with an active pause system. The game features also a complex character development system, and a rich variety of weapons and gear for the characters can use.;Pillars Of Eternity - Gameplay - 1080P HD;https://www.youtube.com/watch?v=D_tKTWmycpg;Pillars of Eternity.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Pillars of Eternity.jpg;pillars_of_eternity_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pillars_of_eternity_screenshot\1.jpg;pillars_of_eternity_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pillars_of_eternity_screenshot\2.jpg
64;Pillars of Eternity II: Deadfire;RPG;08 May 2018;A sequel to the successful RPG developed by Obsidian Entertainment. The story told in Pillars of Eternity II: Deadfire follows the threads started in the first installment of the series. Eothas, the god of renewal and light, comes back to life and takes the form of a statue buried under the protagonists keep. Although the stronghold gets destroyed, the main hero survives. From now on, he or she has to pursue a new goal, which is to hunt down Eothas as well as find answers to questions that can bring chaos to the world of gods and mortals. Pillars of Eternity II: Deadfire takes the player to the eponymous Deadfire archipelago in the far east. In this new region you can travel not only on foot, but also by ship. While controlling your party of characters, in the classic isometric view, you get to explore different locations, complete missions of varying importance and fight with opponents met on the way. Note that the world of Pillars of Eternity II: Deadfire lives a life of its own, and the choices you made in the first game have consequences here too. Some changes and improvements were made to the User Interface and dialogue system as well as the visuals, which now feature dynamic weather.;Pillars of Eternity II: Deadfire gameplay & review;https://www.youtube.com/watch?v=mZL8WOqRTfQ;Pillars of Eternity II  Deadfire.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Pillars of Eternity II  Deadfire.jpg;pillars_of_eternity_ii__deadfire_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pillars_of_eternity_ii__deadfire_screenshot\1.jpg;pillars_of_eternity_ii__deadfire_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pillars_of_eternity_ii__deadfire_screenshot\2.jpg
705;Pillars of Eternity: The White March Part I;RPG;25 August 2015;The first expansion for Pillars of Eternity, the bestselling cRPG created by Obsidian Entertainment. The action takes place in an abandoned dwarven stronghold, Durgan, where, as rumor has it, one can find tons of incredibly valuable artifacts. The place is overrun by monsters though, and most adventurers that dared enter it never came back. The players party accepted the challenge and ventures into the stronghold with a mission of uncovering the secret of the legendary durgan steel. The game features typical cRPG gameplay premises: exploration, questing, character progression. In addition to the main storyline, we can also complete a number of various side quests. Moreover, the expansion introduces new items, skills, additional companions that can be recruited into our party, as well as increased character level capacity.;Let's Play Pillars of Eternity: The White March Gameplay Ep. 1 - Stalwart - Walkthrough PC HD;https://www.youtube.com/watch?v=tEEwPlkQZRc;Pillars of Eternity  The White March Part I.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Pillars of Eternity  The White March Part I.jpg;pillars_of_eternity__the_white_march_part_i_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pillars_of_eternity__the_white_march_part_i_screenshot\1.jpg;pillars_of_eternity__the_white_march_part_i_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pillars_of_eternity__the_white_march_part_i_screenshot\2.jpg
368;Pine;Action;10 October 2019;Pine is an open world action adventure game developed for PCs. While playing, we try to survive on a mysterious island, full of predators and intelligent races, whose behavior is controlled by advanced modules of artificial intelligence, capable of causing major changes in the whole ecosystem.;Pine | Official Gameplay Trailer;https://www.youtube.com/watch?v=xKWl7wMf4zs;Pine.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Pine.jpg;pine_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pine_screenshot\1.jpg;pine_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pine_screenshot\2.jpg
900;Pirates of the Caribbean;Action;01 July 2003;An action-adventure game with RPG features. It is based on Pirates of the Caribbean: The Curse of the Black Pearl. Except for the title and the presence of some common motives (most of all the Black Pearl ship), the game has little in common with the movie. It was at first developed as sequel to Sea Dogs, another similar game created by studio Akella, but the popularity of the movie caused the change of the title. In the game the player assumes the role of an independent ship captain who is caught in the middle of a conflict between 17th century sea empires: England and France. The protagonist must gather a crew and complete a series of mission for the selected empire. As time passes, the protagonist gathers experience, becomes a better captain and warrior. Sea battles, including artillery combat, boarding, and sword fighting are an important part of the game.;Xbox 360 Longplay [186] Pirates of the Caribbean At Worlds End;https://www.youtube.com/watch?v=avE4ZTSGIWA;Pirates of the Caribbean.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Pirates of the Caribbean.jpg;pirates_of_the_caribbean_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pirates_of_the_caribbean_screenshot\1.jpg;pirates_of_the_caribbean_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pirates_of_the_caribbean_screenshot\2.jpg
745;Pizza Connection 3;Strategy;22 March 2018;Another entry in the series of economic strategy games in which the player assumes the role of an owner of a pizzeria. The first game in the series debuted in 1999 and its sequel was released one year later. In the third installment the player is tasked with transforming a small business into a giant network of restaurants scattered across the world. Like before, one of the greatest attractions of the game is a pizza creator that enables the player to create his own versions of the titular dish by using more than 75 ingredients. In addition to that, the player must take care of his business  manage the restaurants and employees, decorate the buildings and perform market analyses. From time to time he must also face his competition, not always according to the rules of fair play. The main mode of Pizza Connection 3 is a story campaign. It starts in Rome, but gradually the player conquers other markets as well. The title also offers a sandbox mode in which the player can freely expand his business. It is worth mentioning that it is the first three-dimensional entry in the series.;Pizza Connection 3 PL 🍕 #01 Spadek Po Dziadku 💵 (gameplay pl);https://www.youtube.com/watch?v=JNx7zAEBNyw;Pizza Connection 3.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Pizza Connection 3.jpg;pizza_connection_3_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pizza_connection_3_screenshot\1.jpg;pizza_connection_3_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pizza_connection_3_screenshot\2.jpg
687;Planescape Torment;RPG;10 December 1999;A classical isometric cRPG based on the rules of the 2nd edition of Advanced Dungeons & Dragons. It was developed by Black Isle Studios, the creators of the Fallout series. The action of Planescape: Torment starts in the Mortuary in the city of Sigil, known also as the City of Doors due to countless portals present therein. There, we meet the protagonist, the Nameless One, an immortal man who will be trying to regain his identity and memories throughout the game. The title is powered by the game engine employed in a bestselling RPG, Baldurs Gate, and features similar gameplay mechanics. In the game, we control a party of very original characters and the gameplay focuses on performing subsequent quests connected to the past of the protagonist. The game heavily emphasizes the plot, while real-time combat, although present and featuring active pause mechanics, is of second importance.;PLANESCAPE TORMENT - gameplay - part 734 - hardest difficulty - HD;https://www.youtube.com/watch?v=wJD2rCDFjz8;Planescape Torment.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Planescape Torment.jpg;planescape_torment_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\planescape_torment_screenshot\1.jpg;planescape_torment_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\planescape_torment_screenshot\2.jpg
648;Planet Coaster;Strategy;17 November 2016;An economic strategy game created by Frontier Developments - the creators of the RollerCoaster Tycoon and the Elite franchises. In the game, the player's task is to build and manage an amusement park. It is up to the player to decide about the general outlook of the park, but modern-day roller coasters are the main dish. These can be shaped freely - the player chooses the number of curves and the height of their roller coaster. After that, modifications can be applied in a 3D view of the construction. Economy is an essential aspect to the game - the player has to carefully set the ticket prices in particular sectors in order to make a profit while giving the visitors a reason come again. Also, the visitors' needs and levels of satisfaction also have to be taken into account, and so the park needs to develop in the right direction. The visuals are highly colorful and character models seem to have been made our of plasticine, which emphasizes the soothing atmosphere of the game. To make managing the virtual park easier, the creators implemented a dynamic camera view, including the options to zoom in or out.;Planet Coaster Gameplay Walkthrough Part 1 - BUILDING A DREAM THEME PARK (Challenge);https://www.youtube.com/watch?v=3c4mHppKIl4;Planet Coaster.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Planet Coaster.jpg;planet_coaster_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\planet_coaster_screenshot\1.jpg;planet_coaster_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\planet_coaster_screenshot\2.jpg
376;Plants vs Zombies;Strategy;05 May 2009;A game belonging to the popular tower defense genre. It's theme, however, is rather unusual, for the players' task is to protect their household against the attacking hordes of zombies. The game was developed by PopCap Games - a company popular for successful arcade-logic games, such as Peggle Deluxe or Bejeweled. In Plants vs Zombies, the levels are made of paths along which the zombies are coming. The player's task is to secure each of those paths. Interestingly, the player's fortification comprises of various plants and flowers growing outside of their house. Each kind of plant has a unique ability. These include things like production the in-game currency, attacking, slowing down the enemies, or exploding in front of them. Zombies are equally diversified - there are many types of attackers, differing in appearance, equipment, and armor. All the subtleties of gameplay are gradually revealed and explained to the players. The game stands out with its atmosphere of comedy, deprived of serious undertones and tension. This was achieved mainly by colorful visuals and a cheerful soundtrack.;Plants vs. Zombies - Gameplay Walkthrough Part 1 - World 1 (HD);https://www.youtube.com/watch?v=RmXB07gB-pc;Plants vs Zombies.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Plants vs Zombies.jpg;plants_vs_zombies_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\plants_vs_zombies_screenshot\1.jpg;plants_vs_zombies_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\plants_vs_zombies_screenshot\2.jpg
61;Plants vs. Zombies: Battle for Neighborville;Action;18 October 2019;The third installment of the TPP series of shooters, developed by PopCap Games studio and released by Electronic Arts. In Plants vs. Zombies: Garden Warfare 3 players take part in bloodthirsty zombie battles and armed to the teeth plants, turned on various maps. The title was prepared primarily for multiplayer play.;Plants vs. Zombies: Battle for Neighborville - Gameplay Part 1 - Intro and Turf Takeover! (PC);https://www.youtube.com/watch?v=KwA9zajbOws;Plants vs. Zombies  Battle for Neighborville.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Plants vs. Zombies  Battle for Neighborville.jpg;plants_vs._zombies__battle_for_neighborville_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\plants_vs._zombies__battle_for_neighborville_screenshot\1.jpg;plants_vs._zombies__battle_for_neighborville_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\plants_vs._zombies__battle_for_neighborville_screenshot\2.jpg
898;Plants vs. Zombies: Garden Warfare 2;Action;23 February 2016;A sequel to the unconventional, multiplayer action game developed under the aegis of Electronic Arts Corporation by PopCap Games - a studio which until then specialized in casual games. The story of the game once again focuses on the rivalry between plants and zombies. This time, the player is tasked with reclaiming a small city called Suburbia from the hands of living dead. The gameplay of Plants vs. Zombies: Garden Warfare 2 is similar to the one from the first installment in the series and focuses mostly on multiplayer modes. The player can choose from more than hundred heroes, possessing different weapons and special abilities. Among them are both the heroes known from the first game, as well as completely new ones (it is also possible to import your favorite characters from the previous game). Frostbite engine, known from such AAA games as Battlefield or Need for Speed, is responsible for the high quality of the game's visual aspects.;Plants vs. Zombies Garden Warfare 2 Gameplay Reveal | E3 2015;https://www.youtube.com/watch?v=dhMTYTjxVMU;Plants vs. Zombies  Garden Warfare 2.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Plants vs. Zombies  Garden Warfare 2.jpg;plants_vs._zombies__garden_warfare_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\plants_vs._zombies__garden_warfare_2_screenshot\1.jpg;plants_vs._zombies__garden_warfare_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\plants_vs._zombies__garden_warfare_2_screenshot\2.jpg
184;Playerunknown's Battlegrounds;Action;20 December 2017;An online shooter with elements of survival, focusing on a Battle Royale type of competition (the last man standing wins). Playerunkowns Battlegrounds is a game from the developers of TERA MMO and the creator of Battle Royale mods for Arma II and Arma III. The rules of the game are simple: a large number of players are put together in a big closed location with only one mission  to eliminate everyone else. A game ends when there is only one player left alive. Participants start off completely unarmed, so the first phase is basically a race for the best weapon. Players can make use of various kinds of traps, and the game offers much freedom when it comes to choosing the methods of eliminating enemies. An extra help for that comes from a simple crafting system, which lets you construct items from gathered resources. Playerunkowns Battlegrounds fast-paced gameplay is further increased by the fact that the map is gradually getting smaller, making confrontations between players more frequent.;PlayerUnknown's Battlegrounds (PUBG) Gameplay (PC HD) [1080p60FPS];https://www.youtube.com/watch?v=sctOYN2pMs4;Playerunknown's Battlegrounds.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Playerunknown's Battlegrounds.jpg;playerunknown's_battlegrounds_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\playerunknown's_battlegrounds_screenshot\1.jpg;playerunknown's_battlegrounds_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\playerunknown's_battlegrounds_screenshot\2.jpg
256;Pokemon GO;RPG;06 July 2016;A mobile RPG that supports augmented reality technology, created by Niantic studio in conjunction with The Pokemon Company. The application uses smartphones and tablets cameras to register the surrounding reality, then include additional, three-dimensional objects on it. We searching for Pokemon by following the instructions from our GPS. Other elements of gameplay arent much different from what weve seen in other entries in the series. The game focuses on finding and catching pocket monsters, then training them and dueling against players from the entire world. Pokemon GO application works in conjunction with a dedicated gadget, sold separately, a wristband that gives us access to some additional options if we happen to be without our smartphone. The band will vibrate and glow whenever there is a Pokemon nearby.;Discover Pokémon in the Real World with Pokémon GO!;https://www.youtube.com/watch?v=2sj2iQyBTQs;Pokemon GO.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Pokemon GO.jpg;pokemon_go_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pokemon_go_screenshot\1.jpg;pokemon_go_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pokemon_go_screenshot\2.jpg
816;Pokemon: Let's Go, Pikachu!;RPG;16 November 2018;Pokemon: Lets Go, Pikachu! is a role-playing game. The players are traveling through a three-dimensional world with a Pikachu and capturing other pokemon, training them and making them fight in turn-based combat against other trainers pokemon. The game was designed as an introduction to the series for novice players who might find main entries in the series too complicated.;Pokemon Let's Go Pikachu and Eevee - Gameplay Walkthrough Part 1 - Intro and Gym Leader Brock!;https://www.youtube.com/watch?v=h8VngcF6_r8;Pokemon  Let's Go, Pikachu!.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Pokemon  Let's Go, Pikachu!.jpg;pokemon__let's_go,_pikachu!_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pokemon__let's_go,_pikachu!_screenshot\1.jpg;pokemon__let's_go,_pikachu!_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\pokemon__let's_go,_pikachu!_screenshot\2.jpg
479;Portal 2;Action;19 April 2011;The second part of an outstanding first-person logic game from Valve Software, powered by the improved version of Source Engine, mainly known from Half-Life 2. The story starts a few hundred years after the events of the original game. Once again you play as Chell, who is awaken after having spent a long time asleep in a hibernation chamber. Trying to find her way out of Aperture laboratories, she gets stopped by an artificial intelligence that manages the compound. The AI puts the protagonist against new challenges. In order to deal with them, the heroine has to prove her knowledge of the laws of physics and make a good use of a special device able to move objects and open worm-hole portals. In the sequel, the developers gave the players much more freedom of action. This not only enriched the gameplay, but also made it much more demanding. Portal 2 features a co-op mode, offering an additional campaign with a separate storyline.;Portal 2 - Full Co-op Trailer;https://www.youtube.com/watch?v=A88YiZdXugA;Portal 2.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Portal 2.jpg;portal_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\portal_2_screenshot\1.jpg;portal_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\portal_2_screenshot\2.jpg
152;Postal 2;Action;14 April 2003;The direct successor to one of the most controversial PC games of all time. The original game was released in 1997. Again, the player takes on the role of Postal Dude, whose entire life collapses one day. The desperate protagonist has to fulfill a set of daily tasks over the course of one week, relieving personal tensions along the way. The game is set in Paradise - a town where the majority of population (ordinary civilians, cops, priests, zombies, mutants and even religious fanatics) is armed and hostile towards the protagonist. However, Postal Dude has a wide array of weaponry throughout the game, including both conventional firearms and melee weapons, as well as other sophisticated, often shocking means of destruction. Transition into three-dimensional environment and making the player observe the game world through the eyes of the protagonist were the largest changes introduced in the second installment. These were possible thanks to the Unreal Engine the game utilizes.;POSTAL 2 - Official Trailer (2015);https://www.youtube.com/watch?v=aXTIpkBDgkU;Postal 2.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Postal 2.jpg;postal_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\postal_2_screenshot\1.jpg;postal_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\postal_2_screenshot\2.jpg
792;Postal III;Action;23 November 2011;The third installment in one of the most brutal and controversial game series in the history, started in 1997 by Running With Scissors. The plot connects to the events from the previous installments, but this time it takes us to a completely new town of Catharsis where the Ecotologists, an eco-terrorist organization, wage a war with the local police. The player can join either side and take part in two slightly different campaigns. In accordance with the series disgraceful tradition, nothing is stopping you from taking it out on innocent passers-by with very sophisticated tools of murder. In comparison to the previous parts of the franchise, the action is seen from the third-person perspective. During gameplay you encounter a bunch of real life figures, like the movie director Uwe Boll and the porn-star Ron Jeremy. The game is powered by the quite dated Source engine, created for Half-Life 2.;Postal 3 Postal III Walkthrough Gameplay;https://www.youtube.com/watch?v=Oi2BwG4PCMw;Postal III.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Postal III.jpg;postal_iii_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\postal_iii_screenshot\1.jpg;postal_iii_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\postal_iii_screenshot\2.jpg
107;Prey;Action;05 May 2017;An in-name-only sequel to a best-selling science-fiction FPS released in 2006. After many perturbations haunting the series, the development has been commissioned to Arkane Studios, the creators of the Dishonored series. Prey is not a continuation per se, but rather a peculiar reboot of the original 2006s installment of the game;Prey – Official Gameplay Trailer;https://www.youtube.com/watch?v=LNHZ9WAertc;Prey.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Prey.jpg;prey_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\prey_screenshot\1.jpg;prey_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\prey_screenshot\2.jpg
915;Prince of Persia;Adventure;02 December 2008;Another installment in the bestselling Prince of Persia series, developed by Ubisoft since 2003. In terms of plot, the game is independent of the previous installments - it tells a completely new story. The protagonist has to face Ahriman - a Persian god of evil and darkness. The prince has to save the mythical Tree of Life by healing subsequent parts of the land poisoned by Ahriman and his allies. The protagonist is accompanied by Elika - daughter of the antagonist. She is a skilled magician and offers help during exploration, puzzle solving and combat. The gameplay emphasizes platformer elements - a typical aspect of the franchise. The protagonist can jump and climb almost anywhere, and he is capable of performing spectacular combos thanks to the improved combat system, useful especially when fighting more powerful enemies. The game offers an unusual art style, distinguishing it from its predecessors. This was achieved using the cel shading technique.;Prince of Persia (1989) MS-DOS PC Game Playthrough;https://www.youtube.com/watch?v=Xv20j8ChtRY;Prince of Persia.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Prince of Persia.jpg;prince_of_persia_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\prince_of_persia_screenshot\1.jpg;prince_of_persia_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\prince_of_persia_screenshot\2.jpg
643;Prince of Persia: The Forgotten Sands;Adventure;18 May 2010;Another major installment in the famous action adventure game series. In terms of story, Prince of Persia: The Forgotten Sands is set between The Sands of Time and Warrior Within, and focuses on the events that caused the drastic, dark change within the Prince. Upon reaching his brothers realm, the Prince finds the capital city about to fall, besieged by an enemy army. In an attempt to protect the citizens from a massacre, the citys ruler resorts to using a powerful, yet dangerous magic that eventually turns against him. The game itself is based on the core mechanics of the series. Therefore, we can expect multiple platforming sequences, environmental puzzles, and battles against powerful enemies. An interesting addition is the ability to control the forces of natures, which comes in handy both in combat and when traversing subsequent locations. Of course the series landmark feature  the ability to reverse and slow down time  is back. Prince of Persia: The Forgotten Sands is powered by the Anvil engine, the technology previously used in the two first Assassins Creed games.;Prince of Persia : The Forgotten Sands Full Gameplay;https://www.youtube.com/watch?v=ngC2RKN13F8;Prince of Persia  The Forgotten Sands.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Prince of Persia  The Forgotten Sands.jpg;prince_of_persia__the_forgotten_sands_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\prince_of_persia__the_forgotten_sands_screenshot\1.jpg;prince_of_persia__the_forgotten_sands_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\prince_of_persia__the_forgotten_sands_screenshot\2.jpg
